-0.772081, 3.30056, -2.14486
-1.54372, 1.91863, -7.25592
6.61561, -1.37613, 6.9167
-5.51916, 2.18445, -2.91299
4.7442, -1.61953, 4.61999
4.30555, -1.71531, 4.95755
-2.88705, 1.96539, -4.15422
3.56978, -2.34447, 4.20926
5.54454, 1.85562, -4.17272
2.0169, -1.21856, 5.03885
2.28528, -1.97768, 3.10797
-4.56197, 1.22965, -4.52427
3.07559, -2.18006, 2.95458
-4.24995, 0.572166, 3.27565
1.44348, -3.10493, 3.04387
2.91606, -3.67652, 2.54111
-1.19544, 1.60334, -1.45729
2.87851, -0.859448, 2.9658
-2.9905, 2.44682, -4.81298
4.98304, -0.916134, -7.91774
4.22176, -2.81697, 0.813613
2.52343, -1.96808, 3.04255
1.42343, -1.36057, 4.24409
-4.82893, 1.67558, 5.39676
-4.37401, 3.13617, -3.73012
5.29402, -0.528693, -6.36948
1.71881, -2.0525, 2.01511
-5.03467, -1.07496, 6.90854
-3.90655, 0.481453, 5.51095
-3.91087, 1.22412, 3.7258
0.841125, 2.18679, -2.39449
-1.55234, 2.56231, -5.24972
3.64288, -3.06967, 3.63957
4.96122, 0.351728, -3.81871
-4.74314, 1.91424, -1.69052
1.90565, -2.27959, 2.23195
-0.870274, 2.01287, -2.22826
-4.88267, -1.73627, 6.77245
-2.5831, 1.4672, -4.7684
5.74285, -0.125281, -4.54344
2.25222, -1.97055, 1.64417
4.10901, -0.354789, 4.97717
4.40638, -1.91433, 2.71782
-1.56569, 3.49003, -1.74574
-3.08547, 1.50594, -4.31425
-5.23642, -0.0329486, 5.68405
-2.43357, 1.5601, -4.83217
-4.14735, 0.707371, 5.13684
1.49337, -3.12156, 2.76551
-5.85119, 2.27581, -2.12267
-5.39729, 0.178184, 2.61265
5.68723, 0.091804, -5.94314
1.62542, -1.76872, 2.91363
3.11375, -1.17701, 3.51897
3.50006, -1.82264, 1.52815
4.80288, -2.90654, 3.74625
4.31285, -2.99022, 4.69818
2.36345, -2.63935, 2.96822
2.79335, -1.76446, 3.92777
-5.43728, -1.09659, 4.51044
4.9504, 0.37801, -4.22691
-3.08034, 1.35198, -4.01306
4.3295, 0.939162, -5.68602
3.16536, -2.72845, 2.38565
-4.59366, 1.72726, -0.585009
6.89929, 0.115474, -4.62164
4.93358, -0.189947, -5.35509
4.86976, 0.654017, -5.03215
3.21097, -2.07025, 4.14653
-4.13838, 1.91766, -2.45294
-3.08055, 1.45875, -4.4216
-5.54418, 1.40902, -1.76664
-4.5064, 2.21688, -2.91954
4.87337, -2.60811, 4.79074
-3.54449, 1.37599, -4.21748
4.48721, 1.38261, -2.8959
-4.32101, 0.108094, 5.29912
-4.61228, -0.398409, 2.67089
-4.20376, 2.2488, -4.45231
3.76536, -0.666152, 3.37797
-6.07298, 0.224022, 5.33096
-5.2533, 0.474052, -4.69827
1.81964, -2.34403, 1.78667
5.82922, 0.216117, -4.08481
3.90518, -2.47691, 1.95646
4.23866, -0.381313, 2.93491
3.86006, -0.912224, -4.50355
-3.73575, -0.193711, 4.84663
-5.72327, -0.421408, 4.67924
-0.973228, 3.059, -1.89718
2.3037, -1.77375, 2.91113
-4.36318, 1.15768, -1.35104
-2.33543, 1.6832, -3.62159
-6.45019, -1.43998, 6.13834
3.24037, -2.10148, 0.965939
-5.10135, -0.593141, 4.6778
